,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
E_solv_elstat_boltz,-0.09119916274815579,-0.0809349335460637,0.08154855805986726,-0.026780687386592405,-0.04877430791235347,-0.018272037163839416,-0.019659541631843334,-0.017010313488003703,-0.05763613936454439,-0.021165460040776674,-0.016649283930408144,0.06458724046118812,-0.018224315651104026,0.08773831709140568,-0.049356228386620266,0.040610890734218925,0.02627792384320833,0.034801963268220805,0.00071035184670796,-0.06913329043686692
E_oxidation_boltz,-0.09151767818512728,0.062298282978335714,0.012744329198671592,0.05159345851489025,0.041601254592706464,-0.02815239456837891,0.10437140929868717,-0.13975167926127713,-0.09426109184702733,-0.10693279855690821,-0.09097288130551431,0.02601595085482828,0.08294122443771973,0.014494428320268274,-0.030980848307023558,0.011513399457497162,0.13040609881054563,-0.04015249410541896,-0.011476631432551487,0.004810127410904539
E_reduction_boltz,-0.0742754132879019,-0.05762903528363013,0.11040767299684011,-0.03301565483403289,-0.030789770486874934,0.042866406408374615,-0.005386360874362816,0.1444479850780562,0.0618614720122672,-0.0943982324778686,0.09480247467928218,-0.0793719200974232,0.08545059856126842,0.020045444293942356,-0.04555374726221485,0.17825299108656098,-0.05593166382843854,0.02800464557687105,-0.0258549248694166,-0.06601695522290556
fukui_p_boltz,-0.08499813587637355,0.037697031156821305,0.04314304643612441,0.08143632732146527,-0.011040889569785618,0.0019180830515384164,0.06899681108858353,-0.0786545932004286,-0.05461689084740174,-0.07472657211289707,0.02935034647503455,-0.1532348992807315,0.06882862711089255,0.1033942088793113,0.03522968178577859,0.00042907934078136506,-0.09967372414600575,0.01668403213915432,-0.03445791394294666,0.03752624703486231
fukui_m_boltz,-0.022842933428386246,-0.0832458891750083,0.010676612839013739,-0.0823597951019535,0.09731257909287418,-0.02208339452897844,0.08529390826186874,-0.02314115802403298,-0.08034662961446619,-0.19573539389880074,-0.02631260257945063,0.028435875360444094,0.11611171529157342,0.1432655113303228,-0.11042584049462481,-0.007306254077918924,0.2756144455927616,-0.06544507275281002,-0.19318466153650937,0.04022213101137
vbur_vtot_boltz,0.12417012269866158,0.01987653899233287,-0.02850190959435062,0.015820121827240245,-0.0635682500623365,0.050084636265825766,0.04342600240551016,-0.024333418569126637,-0.011175970703594903,-0.04866188222894075,0.007591867208496421,-0.049098780171884474,0.05876501576586995,0.015587220079243973,0.010682217812222467,0.016318226618012917,-0.03057889188037308,-0.03125549267313725,0.002434948141635802,0.04762238384056
vbur_ratio_vbur_vtot_boltz,-0.08083924133014737,-0.061989803440843046,0.09390414378287018,0.014265397498291872,0.07319755051926996,-0.10154851732092669,0.046024560510240585,-0.03550792642064292,-0.011142275964385981,-0.04436877597239632,0.044540725375374,-0.07659315466058979,0.0716718221398701,-0.011726452363739691,0.03457131865293104,-0.06711802645298488,-0.11828716389290199,-0.11047312214039681,-0.00240731755410053,-0.023891722758334816
Pint_P_int_boltz,0.11793394155337568,-0.007129716048068933,-0.04052378871755054,-0.013413618506013199,-0.05679813812024784,0.03303046036825644,-0.037666978380277834,0.0004628208901501502,0.02931740282416883,0.09176458549506207,-0.00911194225858476,0.01960499190594723,-0.062467778657030903,-0.016573895913548728,0.0458196380685348,0.008896194745780375,-0.025154253784944652,-0.015405307797686429,-0.0736436114632432,0.07214080569172657
Pint_dP_boltz,0.10771902953650381,0.03439431268812519,-0.06626019021669187,0.02327167943328124,-0.02149351847439163,0.0464315568523722,0.02144517348770702,-0.09389496904906236,0.012675785109024538,0.0189364981790367,-0.013294434369207709,-0.030369727691627216,0.0692535230064306,-0.0007323551652316133,-0.03655628131370988,-0.002466317186064241,0.00945142299313861,-0.02722502233821681,0.0852769798200911,0.05290323941704483
Pint_P_min_boltz,0.04255153434462286,-0.07429654937032584,0.028831439610694506,-0.031401618331819654,-0.12791725378487798,0.033207507290179065,-0.05456913699481778,0.06193262091229859,0.055680609245448556,0.10639313534132729,-0.04410478153281171,-0.013094721079959577,-0.12368371092029126,-0.045218192170396285,0.11230984593954772,0.01754284027965883,-0.10007536734619947,-0.025816099313365256,-0.1693909240014769,0.06596599458121555
